"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value"
"2009","Estonia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","14,273.815"
"2009","Estonia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,031.44705"
"2009","Estonia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","719.92019"
"2009","Estonia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","134.58993"
"2009","Estonia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2009","Estonia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","1.37848"
"2009","Ireland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","27,767.515"
"2009","Ireland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12,007.26349"
"2009","Ireland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,804.23081"
"2009","Ireland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","615.97342"
"2009","Ireland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","83.63275"
"2009","Ireland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","38.91784"
"2009","Greece","Carbon dioxide","Total - all NACE activities","Thousand tonnes","82,100.983"
"2009","Greece","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10,581.71101"
"2009","Greece","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,123.11429"
"2009","Greece","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,964.12466"
"2009","Greece","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","91.3454"
"2009","Greece","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","5.016"
"2009","Spain","Carbon dioxide","Total - all NACE activities","Thousand tonnes","237,738.601"
"2009","Spain","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","40,667.11353"
"2009","Spain","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14,726.15293"
"2009","Spain","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10,652.25902"
"2009","Spain","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","109.12345"
"2009","Spain","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","240.14213"
"2009","France","Carbon dioxide","Total - all NACE activities","Thousand tonnes","262,523.866"
"2009","France","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","59,374.5206"
"2009","France","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","42,802.49467"
"2009","France","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12,172.36865"
"2009","France","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","557.88206"
"2009","France","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","986.60018"
"2009","Croatia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","16,287.925"
"2009","Croatia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,018.89027"
"2009","Croatia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,144.27942"
"2009","Croatia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","201.50445"
"2009","Croatia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0.25788"
"2009","Croatia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","8.02796"
"2009","Italy","Carbon dioxide","Total - all NACE activities","Thousand tonnes","314,675.234"
"2009","Italy","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","46,273.60168"
"2009","Italy","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","18,207.62507"
"2009","Italy","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,236.15793"
"2009","Italy","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,215.36019"
"2009","Italy","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","486.83895"
"2009","Cyprus","Carbon dioxide","Total - all NACE activities","Thousand tonnes","7,260.636"
"2009","Cyprus","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","884.85733"
"2009","Cyprus","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","272.27172"
"2009","Cyprus","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","217.47878"
"2009","Cyprus","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2009","Cyprus","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","0.16112"
"2009","Latvia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","7,110.116"
"2009","Latvia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,693.57681"
"2009","Latvia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,627.41064"
"2009","Latvia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","112.02491"
"2009","Latvia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2009","Latvia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","7.32816"
"2009","Lithuania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","12,395.841"
"2009","Lithuania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,519.37587"
"2009","Lithuania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,205.26876"
"2009","Lithuania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","160.3999"
"2009","Lithuania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2009","Lithuania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","3.05126"
"2009","Luxembourg","Carbon dioxide","Total - all NACE activities","Thousand tonnes","7,412.764"
"2009","Luxembourg","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","622.1544"
"2009","Luxembourg","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","256.6379"
"2009","Luxembourg","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","17.5267"
"2009","Luxembourg","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2009","Luxembourg","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","6.4949"
"2009","Hungary","Carbon dioxide","Total - all NACE activities","Thousand tonnes","37,963.006"
"2009","Hungary","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,558.58315"
"2009","Hungary","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,508.39288"
"2009","Hungary","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","959.83441"
"2009","Hungary","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3.6989"
"2009","Hungary","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","84.24073"
"2009","Malta","Carbon dioxide","Total - all NACE activities","Thousand tonnes","3,434.523"
"2009","Malta","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","160.18436"
"2009","Malta","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","51.79853"
"2009","Malta","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","82.25002"
"2009","Malta","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2009","Malta","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","1.48391"
"2009","Netherlands","Carbon dioxide","Total - all NACE activities","Thousand tonnes","165,371.191"
"2009","Netherlands","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","19,611.19409"
"2009","Netherlands","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8,337.93617"
"2009","Netherlands","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,968.79206"
"2009","Netherlands","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","229.83232"
"2009","Netherlands","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2009","Austria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","50,925.785"
"2009","Austria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,086.1544"
"2009","Austria","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,335.70386"
"2009","Austria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,098.70533"
"2009","Austria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","36.02206"
"2009","Austria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","294.40461"
"2009","Poland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","273,194.05"
"2009","Poland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","45,141.18663"
"2009","Poland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","19,625.73008"
"2009","Poland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,711.27706"
"2009","Poland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","16.17117"
"2009","Poland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","37.60295"
"2009","Portugal","Carbon dioxide","Total - all NACE activities","Thousand tonnes","48,126.7"
"2009","Portugal","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,641.8325"
"2009","Portugal","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,272.2784"
"2009","Portugal","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","976.0867"
"2009","Portugal","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6.6093"
"2009","Portugal","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","33.1441"
"2009","Romania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","73,545.149"
"2009","Romania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","31,045.55893"
"2009","Romania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,081.51576"
"2009","Romania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","924.4245"
"2009","Romania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8.1569"
"2009","Romania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","47.03341"
"2009","Slovenia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","13,792.304"
"2009","Slovenia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,031.86877"
"2009","Slovenia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","738.38462"
"2009","Slovenia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","108.65673"
"2009","Slovenia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5.23651"
"2009","Slovenia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","17.16496"
"2009","Slovakia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","35,389.182"
"2009","Slovakia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,409.70557"
"2009","Slovakia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,959.96493"
"2009","Slovakia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","445.96124"
"2009","Slovakia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","21.00085"
"2009","Slovakia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","19.51135"
"2009","Finland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","52,351.05"
"2009","Finland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,103.58248"
"2009","Finland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,048.06081"
"2009","Finland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","912.45586"
"2009","Finland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11.51217"
"2009","Finland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","26.71052"
"2009","Sweden","Carbon dioxide","Total - all NACE activities","Thousand tonnes","45,810.154"
"2009","Sweden","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,316.91829"
"2009","Sweden","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,696.38677"
"2009","Sweden","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","704.26158"
"2009","Sweden","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","46.66016"
"2009","Sweden","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","69.48228"
"2009","United Kingdom","Carbon dioxide","Total - all NACE activities","Thousand tonnes","400,184.923"
"2009","United Kingdom","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","70,681.9037"
"2009","United Kingdom","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","21,811.50416"
"2009","United Kingdom","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,727.10749"
"2009","United Kingdom","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","197.33059"
"2009","United Kingdom","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","592.49289"
"2009","Norway","Carbon dioxide","Total - all NACE activities","Thousand tonnes","51,053.005"
"2009","Norway","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,116.35896"
"2009","Norway","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,704.4814"
"2009","Norway","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","648.9287"
"2009","Norway","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","438.34656"
"2009","Norway","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","47.80802"
"2009","Switzerland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","26,715.375"
"2009","Switzerland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,188.32624"
"2009","Switzerland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,347.56877"
"2009","Switzerland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","979.52959"
"2009","Switzerland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","62.9106"
"2009","Switzerland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","180.21809"
"2009","Serbia","Carbon dioxide","Total - all NACE activities","Thousand tonnes",":"
"2009","Serbia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2009","Serbia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2009","Serbia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2009","Serbia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2009","Serbia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2009","Turkey","Carbon dioxide","Total - all NACE activities","Thousand tonnes","243,205.064"
"2009","Turkey","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","44,930.76975"
"2009","Turkey","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","27,147.64964"
"2009","Turkey","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2009","Turkey","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2009","Turkey","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2010","European Union (current composition)","Carbon dioxide","Total - all NACE activities","Thousand tonnes","3,238,838.595"
"2010","European Union (current composition)","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","468,325.70632"
"2010","European Union (current composition)","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","229,847.755"
"2010","European Union (current composition)","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","83,792.01887"
"2010","European Union (current composition)","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,832.45027"
"2010","European Union (current composition)","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2010","Belgium","Carbon dioxide","Total - all NACE activities","Thousand tonnes","82,575.303"
"2010","Belgium","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8,475.19188"
"2010","Belgium","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,568.89234"
"2010","Belgium","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,118.46161"
"2010","Belgium","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","106.61438"
"2010","Belgium","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","101.82145"
"2010","Bulgaria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","45,659.989"
"2010","Bulgaria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,550.26099"
"2010","Bulgaria","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,794.41449"
"2010","Bulgaria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","421.92615"
"2010","Bulgaria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0.06374"
"2010","Bulgaria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","12.46781"
"2010","Czech Republic","Carbon dioxide","Total - all NACE activities","Thousand tonnes","93,577.574"
"2010","Czech Republic","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14,306.55019"
"2010","Czech Republic","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,433.63009"
"2010","Czech Republic","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,348.97389"
"2010","Czech Republic","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","48.0128"
"2010","Czech Republic","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","80.22726"
"2010","Denmark","Carbon dioxide","Total - all NACE activities","Thousand tonnes","78,266.451"
"2010","Denmark","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,201.38183"
"2010","Denmark","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,330.95057"
"2010","Denmark","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","843.46499"
"2010","Denmark","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","18.66069"
"2010","Denmark","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","35.76403"
"2010","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Total - all NACE activities","Thousand tonnes","695,626.532"
"2010","Germany (until 1990 former territory of the FRG)","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","56,518.60051"
"2010","Germany (until 1990 former territory of the FRG)","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","36,338.76538"
"2010","Germany (until 1990 former territory of the FRG)","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10,752.93737"
"2010","Germany (until 1990 former territory of the FRG)","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","345.88615"
"2010","Germany (until 1990 former territory of the FRG)","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","3,161.46935"
"2010","Estonia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","18,801.192"
"2010","Estonia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,058.53379"
"2010","Estonia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","731.34802"
"2010","Estonia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","154.73978"
"2010","Estonia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2010","Estonia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","1.72884"
"2010","Ireland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","34,173.64"
"2010","Ireland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,766.24298"
"2010","Ireland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,975.20456"
"2010","Ireland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","627.02941"
"2010","Ireland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","46.5838"
"2010","Ireland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","32.83796"
"2010","Greece","Carbon dioxide","Total - all NACE activities","Thousand tonnes","77,284.853"
"2010","Greece","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10,805.58574"
"2010","Greece","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,340.57521"
"2010","Greece","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,388.66802"
"2010","Greece","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","129.43835"
"2010","Greece","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","5.8596"
"2010","Spain","Carbon dioxide","Total - all NACE activities","Thousand tonnes","222,995.098"
"2010","Spain","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","38,271.14336"
"2010","Spain","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","15,142.63925"
"2010","Spain","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12,049.28549"
"2010","Spain","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","95.61234"
"2010","Spain","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","243.2743"
"2010","France","Carbon dioxide","Total - all NACE activities","Thousand tonnes","269,164.82"
"2010","France","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","58,893.12005"
"2010","France","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","40,440.00619"
"2010","France","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","13,159.82753"
"2010","France","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","612.12022"
"2010","France","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","919.68153"
"2010","Croatia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","15,731.791"
"2010","Croatia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,022.39569"
"2010","Croatia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,216.25297"
"2010","Croatia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","224.88271"
"2010","Croatia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0.0339"
"2010","Croatia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","8.95073"
"2010","Italy","Carbon dioxide","Total - all NACE activities","Thousand tonnes","322,278.454"
"2010","Italy","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","46,011.101"
"2010","Italy","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","17,496.52526"
"2010","Italy","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,797.58255"
"2010","Italy","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,520.38621"
"2010","Italy","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","410.71669"
"2010","Cyprus","Carbon dioxide","Total - all NACE activities","Thousand tonnes","6,859.837"
"2010","Cyprus","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","904.98572"
"2010","Cyprus","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","288.00805"
"2010","Cyprus","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","244.14317"
"2010","Cyprus","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2010","Cyprus","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","0.15071"
"2010","Latvia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","8,444.242"
"2010","Latvia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,713.34577"
"2010","Latvia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,665.30401"
"2010","Latvia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","123.88418"
"2010","Latvia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2010","Latvia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","7.35117"
"2010","Lithuania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","13,437.679"
"2010","Lithuania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,485.11739"
"2010","Lithuania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,117.96825"
