"TIME","GEO","AIRPOL","NACE_R2","UNIT","Value"
"2013","Finland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","49,456.611"
"2013","Finland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,841.05179"
"2013","Finland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,570.68798"
"2013","Finland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,275.71147"
"2013","Finland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6.62183"
"2013","Finland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","30.70041"
"2013","Sweden","Carbon dioxide","Total - all NACE activities","Thousand tonnes","42,965.094"
"2013","Sweden","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,835.43743"
"2013","Sweden","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,623.58999"
"2013","Sweden","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","606.08093"
"2013","Sweden","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","51.53761"
"2013","Sweden","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","40.70508"
"2013","United Kingdom","Carbon dioxide","Total - all NACE activities","Thousand tonnes","384,286.761"
"2013","United Kingdom","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","55,414.82763"
"2013","United Kingdom","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","20,967.37302"
"2013","United Kingdom","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,946.09391"
"2013","United Kingdom","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","318.71392"
"2013","United Kingdom","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","493.66679"
"2013","Norway","Carbon dioxide","Total - all NACE activities","Thousand tonnes","47,752.43"
"2013","Norway","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,986.86103"
"2013","Norway","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,542.09182"
"2013","Norway","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","895.66352"
"2013","Norway","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","181.04021"
"2013","Norway","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","51.48688"
"2013","Switzerland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","27,009.815"
"2013","Switzerland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,023.77787"
"2013","Switzerland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,283.09751"
"2013","Switzerland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,198.40158"
"2013","Switzerland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","51.93003"
"2013","Switzerland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","248.77522"
"2013","Serbia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","42,272.631"
"2013","Serbia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,451.06115"
"2013","Serbia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","794.25972"
"2013","Serbia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","115.60345"
"2013","Serbia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2013","Serbia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2013","Turkey","Carbon dioxide","Total - all NACE activities","Thousand tonnes","258,248.387"
"2013","Turkey","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","52,134.03407"
"2013","Turkey","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","31,836.14081"
"2013","Turkey","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2013","Turkey","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2013","Turkey","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2014","European Union (current composition)","Carbon dioxide","Total - all NACE activities","Thousand tonnes","2,904,144.093"
"2014","European Union (current composition)","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","437,522.74287"
"2014","European Union (current composition)","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","226,210.50359"
"2014","European Union (current composition)","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","93,036.22192"
"2014","European Union (current composition)","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,493.08653"
"2014","European Union (current composition)","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2014","Belgium","Carbon dioxide","Total - all NACE activities","Thousand tonnes","71,998.192"
"2014","Belgium","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,945.23928"
"2014","Belgium","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,178.8468"
"2014","Belgium","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,365.034"
"2014","Belgium","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","306.96483"
"2014","Belgium","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","95.05836"
"2014","Bulgaria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","43,165.495"
"2014","Bulgaria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,236.62635"
"2014","Bulgaria","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,049.19524"
"2014","Bulgaria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","690.11526"
"2014","Bulgaria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0.03289"
"2014","Bulgaria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","16.8773"
"2014","Czech Republic","Carbon dioxide","Total - all NACE activities","Thousand tonnes","81,823.628"
"2014","Czech Republic","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","13,690.68059"
"2014","Czech Republic","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,788.06409"
"2014","Czech Republic","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,229.52802"
"2014","Czech Republic","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3.01958"
"2014","Czech Republic","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","97.08691"
"2014","Denmark","Carbon dioxide","Total - all NACE activities","Thousand tonnes","64,184.606"
"2014","Denmark","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,868.5768"
"2014","Denmark","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,322.01519"
"2014","Denmark","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","627.4708"
"2014","Denmark","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8.66384"
"2014","Denmark","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","132.37147"
"2014","Germany (until 1990 former territory of the FRG)","Carbon dioxide","Total - all NACE activities","Thousand tonnes","678,168.19"
"2014","Germany (until 1990 former territory of the FRG)","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","54,711.91163"
"2014","Germany (until 1990 former territory of the FRG)","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","38,223.718"
"2014","Germany (until 1990 former territory of the FRG)","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,182.89951"
"2014","Germany (until 1990 former territory of the FRG)","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","234.60428"
"2014","Germany (until 1990 former territory of the FRG)","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","3,416.45061"
"2014","Estonia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","18,607.407"
"2014","Estonia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","985.67436"
"2014","Estonia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","822.66746"
"2014","Estonia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","183.60091"
"2014","Estonia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2014","Estonia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","2.10039"
"2014","Ireland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","31,162.341"
"2014","Ireland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12,706.52139"
"2014","Ireland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,961.10208"
"2014","Ireland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","821.58095"
"2014","Ireland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3.56261"
"2014","Ireland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","38.11375"
"2014","Greece","Carbon dioxide","Total - all NACE activities","Thousand tonnes","64,272.66"
"2014","Greece","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10,156.6387"
"2014","Greece","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,395.19597"
"2014","Greece","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,758.12864"
"2014","Greece","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","134.6357"
"2014","Greece","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","4.92154"
"2014","Spain","Carbon dioxide","Total - all NACE activities","Thousand tonnes","199,914.317"
"2014","Spain","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","36,563.07734"
"2014","Spain","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","15,228.67777"
"2014","Spain","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11,471.61311"
"2014","Spain","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","56.4862"
"2014","Spain","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","217.77114"
"2014","France","Carbon dioxide","Total - all NACE activities","Thousand tonnes","229,121.45"
"2014","France","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","56,478.33504"
"2014","France","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","40,128.22446"
"2014","France","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","14,790.81342"
"2014","France","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","600.77537"
"2014","France","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","499.23972"
"2014","Croatia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","13,099.476"
"2014","Croatia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,895.67636"
"2014","Croatia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,539.82046"
"2014","Croatia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","256.83447"
"2014","Croatia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0.05954"
"2014","Croatia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","6.81383"
"2014","Italy","Carbon dioxide","Total - all NACE activities","Thousand tonnes","258,109.089"
"2014","Italy","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","42,103.28938"
"2014","Italy","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","16,474.10484"
"2014","Italy","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","9,848.79564"
"2014","Italy","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,564.34433"
"2014","Italy","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","383.80312"
"2014","Cyprus","Carbon dioxide","Total - all NACE activities","Thousand tonnes","5,484.484"
"2014","Cyprus","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","858.46544"
"2014","Cyprus","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","230.31184"
"2014","Cyprus","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","314.4458"
"2014","Cyprus","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2014","Cyprus","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","0.14833"
"2014","Latvia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","6,721.683"
"2014","Latvia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,837.62418"
"2014","Latvia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,857.64976"
"2014","Latvia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","157.07577"
"2014","Latvia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2014","Latvia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","8.5779"
"2014","Lithuania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","14,983.226"
"2014","Lithuania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,284.18315"
"2014","Lithuania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,101.0401"
"2014","Lithuania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","356.06514"
"2014","Lithuania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2014","Lithuania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","6.26741"
"2014","Luxembourg","Carbon dioxide","Total - all NACE activities","Thousand tonnes","6,751.907"
"2014","Luxembourg","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","604.90313"
"2014","Luxembourg","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","248.98019"
"2014","Luxembourg","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","25.1879"
"2014","Luxembourg","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2014","Luxembourg","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","8.4285"
"2014","Hungary","Carbon dioxide","Total - all NACE activities","Thousand tonnes","34,839.468"
"2014","Hungary","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,118.41085"
"2014","Hungary","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,062.81916"
"2014","Hungary","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,575.81973"
"2014","Hungary","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1.45317"
"2014","Hungary","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","108.50635"
"2014","Malta","Carbon dioxide","Total - all NACE activities","Thousand tonnes","3,417.754"
"2014","Malta","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","170.37127"
"2014","Malta","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","43.48127"
"2014","Malta","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","141.24068"
"2014","Malta","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","0"
"2014","Malta","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","0.57959"
"2014","Netherlands","Carbon dioxide","Total - all NACE activities","Thousand tonnes","160,574.57"
"2014","Netherlands","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","18,303.45323"
"2014","Netherlands","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8,040.6757"
"2014","Netherlands","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,859.4969"
"2014","Netherlands","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","96.51286"
"2014","Netherlands","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2014","Austria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","48,677.863"
"2014","Austria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,446.65125"
"2014","Austria","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,233.03286"
"2014","Austria","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,404.62249"
"2014","Austria","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","53.02851"
"2014","Austria","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","282.32417"
"2014","Poland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","271,292.784"
"2014","Poland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","43,748.90242"
"2014","Poland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","19,428.69754"
"2014","Poland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","8,374.33445"
"2014","Poland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12.51294"
"2014","Poland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","52.7862"
"2014","Portugal","Carbon dioxide","Total - all NACE activities","Thousand tonnes","41,437.5"
"2014","Portugal","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10,998.1575"
"2014","Portugal","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,065.2876"
"2014","Portugal","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,329.8036"
"2014","Portugal","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12.5911"
"2014","Portugal","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","25.7775"
"2014","Romania","Carbon dioxide","Total - all NACE activities","Thousand tonnes","66,594.091"
"2014","Romania","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","28,715.94327"
"2014","Romania","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,813.78037"
"2014","Romania","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,373.0845"
"2014","Romania","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6.3449"
"2014","Romania","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","51.78117"
"2014","Slovenia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","11,455.744"
"2014","Slovenia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,836.8326"
"2014","Slovenia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","719.50939"
"2014","Slovenia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","209.81776"
"2014","Slovenia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","15.22146"
"2014","Slovenia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","14.9982"
"2014","Slovakia","Carbon dioxide","Total - all NACE activities","Thousand tonnes","31,442.256"
"2014","Slovakia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,117.8592"
"2014","Slovakia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,288.43447"
"2014","Slovakia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","574.33814"
"2014","Slovakia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","11.1475"
"2014","Slovakia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","14.16839"
"2014","Finland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","44,947.597"
"2014","Finland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,739.79965"
"2014","Finland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,610.93633"
"2014","Finland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,389.98152"
"2014","Finland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","10.24009"
"2014","Finland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","34.25064"
"2014","Sweden","Carbon dioxide","Total - all NACE activities","Thousand tonnes","41,951.993"
"2014","Sweden","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,714.68452"
"2014","Sweden","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","4,710.57095"
"2014","Sweden","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","587.32"
"2014","Sweden","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","82.56984"
"2014","Sweden","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","44.4822"
"2014","United Kingdom","Carbon dioxide","Total - all NACE activities","Thousand tonnes","359,944.323"
"2014","United Kingdom","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","52,684.25402"
"2014","United Kingdom","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","21,643.6637"
"2014","United Kingdom","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","12,137.17283"
"2014","United Kingdom","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","278.31497"
"2014","United Kingdom","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","476.93743"
"2014","Norway","Carbon dioxide","Total - all NACE activities","Thousand tonnes","46,249.232"
"2014","Norway","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,105.60412"
"2014","Norway","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,551.37921"
"2014","Norway","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","974.77918"
"2014","Norway","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","178.92043"
"2014","Norway","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","45.31821"
"2014","Switzerland","Carbon dioxide","Total - all NACE activities","Thousand tonnes","25,357.524"
"2014","Switzerland","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","5,042.03086"
"2014","Switzerland","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,306.6599"
"2014","Switzerland","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","1,202.00129"
"2014","Switzerland","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","44.03084"
"2014","Switzerland","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","256.0803"
"2014","Serbia","Carbon dioxide","Total - all NACE activities","Thousand tonnes",":"
"2014","Serbia","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2014","Serbia","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2014","Serbia","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2014","Serbia","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2014","Serbia","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2014","Turkey","Carbon dioxide","Total - all NACE activities","Thousand tonnes","272,490.772"
"2014","Turkey","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","54,000.68171"
"2014","Turkey","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","31,861.86562"
"2014","Turkey","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2014","Turkey","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes",":"
"2014","Turkey","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2015","European Union (current composition)","Carbon dioxide","Total - all NACE activities","Thousand tonnes","2,913,735.462"
"2015","European Union (current composition)","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","434,824.46761"
"2015","European Union (current composition)","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","226,427.14853"
"2015","European Union (current composition)","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","90,043.48025"
"2015","European Union (current composition)","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","3,556.19244"
"2015","European Union (current composition)","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes",":"
"2015","Belgium","Carbon dioxide","Total - all NACE activities","Thousand tonnes","74,228.882"
"2015","Belgium","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","7,853.60249"
"2015","Belgium","Nitrous oxide (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","6,003.10073"
"2015","Belgium","Hydrofluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,309.08667"
"2015","Belgium","Perfluorocarbones (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","275.84712"
"2015","Belgium","Sulphur hexafluoride and nitrogen trifluoride (CO2 equivalent) ","Total - all NACE activities","Thousand tonnes","91.21508"
"2015","Bulgaria","Carbon dioxide","Total - all NACE activities","Thousand tonnes","45,763.738"
"2015","Bulgaria","Methane (CO2 equivalent)","Total - all NACE activities","Thousand tonnes","2,255.81166"
