data.clust
  ;w.enerdom;w.log.non.ener;w.commo;w.television;w.cantines;w.assurances;w.revact;w.revsoc;w.revpat;w.revaide;w.revdiv;enerdom;log.non.ener;commo;television;cantines;assurances;depreng;w.depreng;w.logtot;w.enerdomtot;w.carbu;w.enerdir;w.deplogpreng;w.depenerpreng;w.enerdircontr;deplogtot;enerdir;carburant;deptot;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;C13;C14;ctot113;revaide;revdiv;REVACT;REVSOC;REVPAT;REVTOT;revtotuc;REVDISP;redispuc;NIVIE;revlibdisp;revlibdispuc;revtotlib;revtotlibuc;COEFFUC;REV700;REV701;REV702;REVINDEP;CHOMAGE;RETRAITES;TAXHAB_M;IMPOTREV_M;SALAIRES;REVACT.1;PREST_FAM_TOT;REVEXC;Rmini;Rmini_I;Axe.1;Axe.2;Axe.3;Axe.4;Axe.5;pondmen.cs24.NPERS_84;pondmen.cs24_84;pondmen;pauvreté.50;pauvrete.60;typo.2.4.2017;typo2010.acp.2017;DECTYPO_2017;DECTYPO_2010;decile.uc;QNIVIE2;DNIVIE2;NPERS;NCOUPLES;NENFANTS;NACTIFS;NENFACT;TYPMEN5;SEXEPR;AGEPR;CS42PR;CSP8PR;TYPVOIS;TYPLOG;TUU;CATAEU;TAU;Existrs;Nbrs;Nbphab;Surfhab;Htl;Ancons;CONFORT1;CONFORT2;CONFORT3;CONFORT4;CONFORT5;CONFORT6;CONFORT7;CONFORT8;CONFORT.MOY;Stalog;stalog4;vehic;Patrib;Varia;Varib;Varic;Varif;Chomagea;Chomageb;Chomagec;Aise;Contfin;Espoira;Espoirb;Niveau;clust;
11;0.259;0.04;0;0.098;0;0.603;0;0.92;0.08;0;0;1596;248;0;605;0;3724;6173;0.263;0.299;0.068;0;0.068;0.299;0.866;1;1844;1596;0;23479;8778;0;70;1844;3144;12;1228;0;1388;0;1750;5264;2717;0;26195.63151;0;0;0;33500;2901;36401;24267;34899;23266;23266;28726;19151;30228;20152;1.5;0;0;0;0;0;33500;1118;384;0;0;0;0;2000;2000;2.632;-0.403;-0.599;-0.126;0.609;3719.971595;3655.177491;3743.735372;1;1;4;4;8;8;7;4;7;2;2;1;1;1;3;2;60;35;8;2;1;8;1;9;2;1;4;72;1;9;2;2;2;2;2;2;2;1;8;2;2;1;14;1;3;4;3;7;7;7;3;2;5;7;3;4
12;0.043;0.589;0.092;0.025;0;0.251;0.967;0.032;0.001;0;0;666;9114;1426;391;0;3879;15476;0.376;0.632;0.016;0.09;0.106;0.632;0.068;0.152;9780;4375;3709.16;41189;9107;3273;2409;9780;371;120;4589;1426;2761;0;956;6397;4870;0;46059.33333;0;0;57860;1890;61;59811;29906;56573;28287;28287;41097;20549;44335;22168;2;0;0;0;0;0;0;630;2608;57860;57860;0;0;3000;3000;-1.946;0.115;-0.258;-0.412;0.491;2153.80204;2241.326403;2384.802992;1;1;1;1;9;9;8;4;8;3;2;2;4;2;4;2;41;20;6;3;5;7;1;8;2;1;4;58;2;3;2;2;2;2;2;2;1;1;7;4;3;1;4;1;3;4;3;1;3;3;3;2;3;11;4;2
13;0.194;0.078;0.18;0.069;0;0.479;0;0.999;0.001;0;0;2069;827;1920;737;0;5096;10649;0.398;0.272;0.077;0;0.077;0.272;0.714;1;2895.902404;2069;0;26744;13899;774;300;2896;140;132;127;1920;737;0;0;5818;8881;0;35625.10585;0;0;0;47480;33;47513;31675;41040;27360;27360;30391;20261;36864;24576;1.5;0;0;0;0;0;47480;1095;5378;0;0;0;0;2500;2500;2.164;-0.303;1.114;-0.59;0.441;3318.629614;3318.500403;3059.312542;1;1;4;4;9;9;8;4;8;2;2;1;1;1;3;2;65;33;8;3;3;6;1;6;1;2;4;72;5;2;2;2;2;2;2;2;1;1;7;2;2;1;11;1;3;3;3;7;7;7;3;2;3;9;3;4
14;0.163;0.597;0.103;0.042;0;0.095;0.719;0.237;0;0.043;0;1210;4444;768;311;0;705;7438;0.465;0.76;0.076;0;0.076;0.76;0.214;1;5654;1210;0;15989;4478;1435;120;5654;1842;0;280;768;391;0;156;864;1216;0;17204.51466;500;0;8310;2740;4;11554;11554;11514;11514;11514;4076;4076;4116;4116;1;0;500;0;0;0;0;40;0;8310;8310;0;1060;1300;1300;-1.532;-0.363;0.536;-0.301;0.322;4574.901426;4674.719335;4124.059533;1;2;1;1;3;3;2;1;2;1;1;1;2;1;1;1;19;5;3;2;2;5;1;6;2;1;2;20;1;5;2;2;2;2;2;2;1;1;7;4;3;1;2;2;4;5;2;1;7;7;4;2;5;1;5;2
15;0.3;0.03;0.312;0;0;0.359;1;0;0;0;0;911;90;948;0;0;1091;3040;0.154;0.329;0.046;0;0.046;0.329;0.91;1;1001;911;0;19788;11595;0;18;1001;1283;909;0;948;380;0;0;3654;14298;0;34085.6;0;0;7190;0;1;7191;7191;4702;4702;4702;1662;1662;4151;4151;1;0;0;0;-400;0;0;149;2340;7590;7190;0;0;3000;3000;0.423;2.131;1.078;-0.075;-0.247;2501.95876;2527.904601;2407.797952;2;2;3;3;2;2;1;1;1;1;1;1;2;1;1;2;36;6;3;2;1;8;1;9;2;1;3;56;1;2;2;2;2;2;2;1;1;1;6;1;1;1;4;1;4;3;2;2;7;7;5;3;4;11;4;3
16;0.228;0.043;0.21;0.015;0.133;0.371;0.946;0.022;0.005;0.027;0;2037;383;1880;137;1190;3319;8946;0.311;0.271;0.071;0;0.071;0.271;0.842;1;2420;2037;0;28743;7272;575;1674;2420;1614;167;1825;1880;2110;0;3598;5609;7764;0;36507.34;960;0;33750;780;188;35678;17839;35303;17652;17652;26357;13179;26732;13366;2;0;960;0;0;0;0;375;0;33750;33750;0;960;2800;2800;-0.151;2.233;0.496;0.366;-0.854;2322.67517;2414.264631;2388.485908;1;1;3;3;5;5;4;2;4;3;2;2;3;1;4;2;26;25;7;1;1;1;8;1;2;1;3;78;1;9;2;2;2;2;2;1;1;1;6;1;1;1;8;1;4;5;3;2;2;7;3;2;11;7;4;3
17;0.177;0.244;0.059;0.063;0.018;0.439;0.25;0.624;0.126;0;0;1404;1938;464;497;144;3479;7926;0.272;0.422;0.048;0.054;0.102;0.422;0.42;0.474;3342.227968;2964;1560;29112;157;1404;293;3342;1000;600;3809;464;11640;0;2364;4039;4375;0;33487.26;0;0;9000;22460;4519;35979;23986;34846;23231;23231;26920;17947;28053;18702;1.5;0;0;0;0;0;22460;841;292;9000;9000;0;28000;2000;2000;1.053;-0.316;-0.561;0.401;0.369;438.1222771;430.4911057;440.9210727;1;1;4;4;8;8;7;4;7;2;2;1;2;1;3;1;55;34;8;3;5;8;1;9;1;2;3;46;2;9;2;2;2;2;2;1;2;1;7;2;2;1;14;1;3;4;4;7;1;7;1;3;7;3;3;4
18;0.102;0.624;0.025;0.059;0;0.19;0.947;0.027;0.026;0;0;938;5760;230;545;0;1752;9225;0.78;0.726;0.079;0;0.079;0.726;0.14;1;6698;938;0;11832;0;0;0;6698;689;0;232;230;545;0;0;3438;309;0;12141;0;0;19280;550;524;20354;20354;20045;20045;20045;10820;10820;11129;11129;1;0;0;0;0;0;0;309;0;19280;19280;0;0;1200;1200;-1.88;0.03;-0.536;-0.451;0.869;2815.484305;2704.165038;2856.233556;1;1;1;1;6;6;5;3;5;1;1;1;2;1;1;2;43;24;6;3;4;2;2;8;2;1;3;48;2;1;2;2;2;2;2;1;1;1;6;4;3;1;6;1;4;5;5;4;7;7;3;2;11;9;5;2
19;0.19;0.081;0.04;0.045;0;0.644;0.99;0;0.01;0;0;1104;469;233;264;0;3747;5817;0.265;0.27;0.05;0;0.05;0.27;0.702;1;1573;1104;0;21948;3309;0;2123;1573;1185;12;2070;233;3325;0;3000;5119;11515;0;33463.34;0;0;50880;0;503;51383;34255;46746;31164;31164;40929;27286;45566;30377;1.5;0;0;0;0;0;0;1139;3498;50880;50880;0;30;3000;3000;0.453;1.546;-1.034;-0.27;0.268;1597.285247;1576.673749;1563.01205;1;1;3;3;10;10;9;5;9;2;2;1;3;1;3;1;42;23;6;2;2;2;2;9;2;1;6;92;1;7;2;2;2;2;2;2;1;1;7;2;2;1;11;1;4;2;5;3;2;7;2;1;7;9;3;3
20;0.048;0.633;0.082;0.012;0;0.225;0.992;0.006;0.002;0;0;540;7116;916;137;0;2530;11239;0.303;0.681;0.015;0;0.015;0.681;0.071;1;7656;540;0;37043;5776;798;3824;7656;2646;750;2932;916;3255;750;1780;5960;2178;0;39220.88438;0;0;44640;270;106;45016;22508;42838;21419;21419;31599;15800;33777;16889;2;0;0;0;0;270;0;729;1449;44640;44640;0;100;0;2474.58;-2.204;-0.045;-0.474;-0.312;0.334;3343.63672;3479.512567;3702.250581;1;1;1;1;7;7;6;3;6;3;2;2;3;1;4;1;38;20;6;4;5;8;1;9;2;1;4;66;2;5;2;2;2;2;2;2;1;1;7;4;3;1;17;1;3;3;4;1;2;7;2;1;11;11;3;2
21;0.26;0.317;0.127;0.027;0;0.268;0.99;0;0.01;0;0;1065;1300;520;112;0;1100;4097;0.318;0.577;0.083;0;0.083;0.577;0.45;1;2365;1065;0;12875;1777;4288;0;2365;1209;1400;25;520;172;0;0;1119;2200;0;15075.4;0;0;18570;0;186;18756;18756;16556;16556;16556;12459;12459;14659;14659;1;0;0;0;0;0;0;433;1767;18570;18570;0;0;1400;1400;-0.654;1.025;-0.139;-0.221;0.187;3491.08785;3526.407845;3611.845887;1;1;3;3;6;6;5;2;4;1;1;1;1;1;1;1;43;35;8;3;5;8;1;9;2;1;3;34;2;1;2;2;2;2;2;2;1;1;7;4;3;1;6;1;5;3;1;7;7;7;1;2;7;7;4;3
22;0.198;0.279;0.081;0.051;0.111;0.28;0.855;0;0.145;0;0;1500;2120;613;388;840;2126;7587;0.198;0.477;0.039;0;0.039;0.477;0.414;1;3620;1500;0;38343;4015;3883;2817;3620;497;150;14170;613;1681;0;3602;3295;1491;0;39833.66816;0;0;36030;0;6111;42141;28094;41750;27833;27833;34163;22775;34554;23036;1.5;0;0;0;0;0;0;391;0;36030;36030;0;8000;3000;3000;-0.617;1.333;-0.796;0.874;-0.046;5066.716857;5116.021896;5061.394697;1;1;3;3;9;9;8;4;8;2;2;1;3;1;3;1;35;28;7;3;4;3;6;2;2;2;3;52;2;4;2;2;2;2;2;2;1;1;7;4;3;1;8;1;3;2;2;1;1;7;2;1;11;7;3;3
23;0.135;0.019;0.104;0.02;0;0.723;0;0.972;0.028;0;0;926;130;712;137;0;4971;6876;0.275;0.154;0.037;0.19;0.227;0.154;0.877;0.163;1056;5677;4750.72;24966;4191;1082;0;1056;2447;66;7071;712;1102;0;1503;5737;2227;0;27193.24;0;0;0;32920;965;33885;22590;32708;21805;21805;25832;17221;27009;18006;1.5;0;0;0;0;0;32920;371;806;0;0;0;0;2465;2465;2.35;-0.597;-0.373;0.011;-0.286;3176.062427;3166.822143;3307.469386;1;1;4;4;7;7;6;3;6;2;1;1;1;1;5;1;50;40;9;1;1;1;8;1;2;1;5;137;4;1;2;2;2;2;1;2;1;1;6;2;2;1;9;1;3;3;3;7;7;7;3;2;7;11;4;4
24;0.108;0.471;0.069;0.049;0;0.303;0.775;0.225;0;0;0;1200;5220;768;540;0;3360;11088;0.473;0.579;0.051;0;0.051;0.579;0.187;1;6420;1200;0;23418;150;0;89;6420;769;294;9200;768;820;0;350;4558;5068;2244;28486.28032;0;0;19520;5654;0;25174;13986;25174;13986;13986;14086;7826;14086;7826;1.8;0;0;0;0;0;0;0;0;19520;19520;1860;8000;1800;1800;-0.968;0.064;-0.196;-0.534;0.615;4199.682748;4365.287774;4318.676667;1;1;1;1;4;4;3;2;3;3;2;2;2;1;4;1;8;26;7;2;2;5;1;4;2;1;3;42;1;11;2;2;2;2;2;1;1;1;6;4;3;1;4;1;3;6;3;1;7;7;4;3;1;3;4;2
25;0.052;0.48;0.038;0.024;0;0.406;0.832;0.151;0.017;0;0;930;8570;673;424;0;7248;17845;0.54;0.532;0.028;0.147;0.175;0.532;0.098;0.16;9500;5802;4871.88;33064;3895;699;600;9500;682;1565;4872;673;1404;0;0;9175;11991;0;45055.11632;0;0;52100;9470;1059;62629;41753;58638;39092;39092;40793;27195;44784;29856;1.5;0;0;0;0;0;9470;1259;2732;52100;52100;0;0;2200;2200;-1.17;-0.036;-0.891;-0.229;0.315;5379.252083;5402.243672;5420.906011;1;1;1;1;1;1;10;5;10;2;2;1;3;1;3;1;30;13;4;5;3;3;6;2;2;1;2;47;2;1;2;2;2;2;1;1;1;1;5;4;3;1;4;1;3;3;1;1;1;7;1;1;9;11;1;2
26;0.181;0.041;0.103;0;0;0.675;0;0.814;0.186;0;0;694;156;396;0;0;2589;3835;0.14;0.222;0.025;0;0.025;0.222;0.816;1;850;694;0;27329;8181;0;1042;850;3600;401;4700;396;866;0;4400;2893;1168;0;28496.98;0;0;0;32770;7470;40240;26827;40325;26883;26883;36490;24327;36405;24270;1.5;0;0;1800;0;0;32770;0;-85;0;0;0;80800;1350;1350;2.341;-0.613;-1.189;1.302;-0.579;2375.362652;2333.988816;2390.536851;1;1;4;4;8;8;7;4;8;2;2;1;1;1;3;1;46;34;8;1;1;7;1;8;2;1;4;81;1;6;2;2;2;2;1;1;1;1;5;2;2;1;14;2;1;1;2;7;7;7;1;1;7;9;3;4
27;0.279;0.351;0.054;0.15;0;0.166;0.736;0.264;0.001;0;0;780;983;150;420;0;464;2797;0.153;0.63;0.043;0;0.043;0.63;0.442;1;1763;780;0;18302;6592;0;755;1763;1096;262;2050;150;4615;0;383;636;860;3540;19162.26;0;0;14330;5140;10;19480;12987;19480;12987;12987;16683;11122;16683;11122;1.5;0;0;0;0;0;0;0;0;14330;14330;0;1200;1400;1400;-0.005;0.858;0.789;-1.196;1.757;2434.888623;2409.872996;2419.993254;1;1;3;3;3;3;2;1;2;2;2;1;3;1;3;1;5;22;6;3;4;6;1;7;2;1;2;20;2;11;1;1;1;1;1;1;1;1;1;4;3;1;3;1;2;6;2;1;1;7;2;1;11;11;4;3
28;0.249;0.211;0.108;0.019;0;0.412;0.997;0;0.003;0;0;1768;1499;768;137;0;2926;7098;0.356;0.46;0.089;0;0.089;0.46;0.541;1;3266.76;1768;0;19962;6385;762;1089;3267;862;437;1451;768;765;0;0;4176;13701;0;33662.89088;0;0;37450;0;102;37552;25035;35594;23729;23729;28496;18997;30454;20303;1.5;0;0;12000;0;0;0;733;1225;37450;37450;0;12603;3500;3500;-0.214;1.226;-0.503;-0.173;0.002;3589.199404;3604.524459;3494.408281;1;1;3;3;8;8;7;4;7;2;2;1;3;1;3;1;35;16;5;2;1;2;2;8;2;1;6;121;1;1;2;2;2;2;2;2;1;1;7;2;2;1;10;1;4;4;4;1;7;7;2;3;6;6;4;3
29;0.129;0.728;0.058;0;0;0.085;0;0.997;0.003;0;0;1140;6440;515;0;0;750;8845;0.775;0.857;0.1;0;0.1;0.857;0.15;1;7580;1140;0;11412;0;0;503;7580;1332;162;0;515;360;0;0;960;0;3072;11412.46;0;0;0;12792;38;12830;12830;12830;12830;12830;3985;3985;3985;3985;1;0;0;0;0;0;0;0;0;0;0;0;0;1100;1100;-0.825;-2.775;-0.228;-0.208;-0.136;3871.858628;3840.465114;3540.509767;1;1;2;2;3;3;2;1;2;1;1;1;1;1;1;2;45;33;8;2;2;1;2;9;2;1;3;37;1;9;2;2;2;2;2;1;1;1;6;4;3;1;3;1;3;3;4;7;7;7;3;3;5;11;4;2
30;0.341;0.053;0.083;0.033;0;0.491;0.395;0.293;0.312;0;0;3230;500;784;313;0;4651;9478;0.338;0.394;0.115;0.115;0.23;0.394;0.866;0.5;3730;6454;3224;28067;3053;0;1316;3730;4721;111;5394;784;2035;0;710;6213;6313;0;34379.82522;0;0;24540;18180;19376;62096;41397;57953;38635;38635;48475;32317;52618;35079;1.5;0;0;0;0;0;18180;760;3383;24540;24540;0;0;0;2474.58;1.876;0.569;-1.614;2.013;-0.158;2018.828763;1998.087664;2006.47863;1;1;4;4;1;1;10;5;10;2;2;1;2;1;3;2;42;22;6;1;1;5;1;4;2;1;5;137;1;1;2;2;2;2;1;2;1;1;6;2;2;1;16;1;3;3;2;1;7;7;1;1;9;9;2;4
31;0.066;0.618;0.07;0.04;0.075;0.131;0.484;0.516;0.001;0;0;600;5620;634;363;684;1190;9091;0.524;0.684;0.035;0;0.035;0.684;0.096;1;6220;600;0;17363;1201;0;336;6220;250;18;6020;634;703;0;684;1297;155;0;17517.94585;0;0;11880;12670;15;24565;15353;24410;15256;15256;15319;9574;15474;9671;1.6;0;0;0;0;7390;0;155;0;11880;11880;4910;0;2000;2000;-1.498;-0.828;0.003;-0.315;0.189;781.0104001;814.3660495;807.3096602;1;1;1;1;4;4;3;2;3;3;1;3;2;1;2;2;17;23;6;3;5;8;1;9;2;1;3;60;2;3;2;2;2;2;2;1;1;1;6;4;3;1;1;2;2;2;2;1;7;7;4;2;7;1;4;2
32;0.168;0.033;0.106;0.117;0;0.575;0.901;0.097;0.002;0;0;2030;400;1285;1420;0;6960;12095;0.314;0.201;0.053;0;0.053;0.201;0.835;1;2430;2030;0;38530;16097;0;1475;2430;1655;432;305;1285;4421;0;1300;9131;32028;0;70557.94;0;0;72920;7830;158;80908;40454;65960;32980;32980;53865;26933;68813;34407;2;0;0;0;0;0;7830;799;14149;72920;72920;0;0;2000;2000;0.917;2.043;0.455;-0.904;1.283;2061.612355;2076.277762;2029.995079;1;1;3;3;10;10;9;5;9;3;2;2;3;2;4;1;53;17;5;2;2;7;1;8;2;1;4;77;1;6;2;2;2;2;2;1;1;1;6;2;2;1;12;1;3;3;3;1;7;3;1;2;7;4;3;3
33;0.247;0.067;0.127;0.073;0;0.485;0.002;0.843;0.155;0;0;1595;434;823;472;0;3135;6459;0.177;0.314;0.044;0.055;0.098;0.314;0.786;0.444;2029;3595;2000.44;36546;5704;189;725;2029;359;48;21765;823;864;0;24;4016;2823;0;39369.48;0;0;70;26010;4766;30846;20564;28734;19156;19156;22275;14850;24387;16258;1.5;0;0;0;70;0;26010;219;1893;0;70;0;6700;1900;1900;2.395;-0.221;0.061;0.526;0.407;2315.027851;2339.724245;2362.827165;1;1;4;4;6;6;5;3;5;2;2;1;1;1;3;1;53;37;8;1;1;1;2;8;2;1;3;82;1;4;2;2;2;2;2;2;1;1;7;2;2;1;14;1;3;5;4;7;7;7;3;2;4;7;4;4
