data.clust
  ;w.enerdom;w.log.non.ener;w.commo;w.television;w.cantines;w.assurances;w.revact;w.revsoc;w.revpat;w.revaide;w.revdiv;enerdom;log.non.ener;commo;television;cantines;assurances;depreng;w.depreng;w.logtot;w.enerdomtot;w.carbu;w.enerdir;w.deplogpreng;w.depenerpreng;w.enerdircontr;deplogtot;enerdir;carburant;deptot;C01;C02;C03;C04;C05;C06;C07;C08;C09;C10;C11;C12;C13;C14;ctot113;revaide;revdiv;REVACT;REVSOC;REVPAT;REVTOT;revtotuc;REVDISP;redispuc;NIVIE;revlibdisp;revlibdispuc;revtotlib;revtotlibuc;COEFFUC;REV700;REV701;REV702;REVINDEP;CHOMAGE;RETRAITES;TAXHAB_M;IMPOTREV_M;SALAIRES;REVACT.1;PREST_FAM_TOT;REVEXC;Rmini;Rmini_I;Axe.1;Axe.2;Axe.3;Axe.4;Axe.5;pondmen.cs24.NPERS_84;pondmen.cs24_84;pondmen;pauvreté.50;pauvrete.60;typo.2.4.2017;typo2010.acp.2017;DECTYPO_2017;DECTYPO_2010;decile.uc;QNIVIE2;DNIVIE2;NPERS;NCOUPLES;NENFANTS;NACTIFS;NENFACT;TYPMEN5;SEXEPR;AGEPR;CS42PR;CSP8PR;TYPVOIS;TYPLOG;TUU;CATAEU;TAU;Existrs;Nbrs;Nbphab;Surfhab;Htl;Ancons;CONFORT1;CONFORT2;CONFORT3;CONFORT4;CONFORT5;CONFORT6;CONFORT7;CONFORT8;CONFORT.MOY;Stalog;stalog4;vehic;Patrib;Varia;Varib;Varic;Varif;Chomagea;Chomageb;Chomagec;Aise;Contfin;Espoira;Espoirb;Niveau;clust;
1;0.052;0.281;0.054;0.069;0;0.545;0.618;0.382;0.001;0;0;313;1688;324;413;0;3276;6014;0.244;0.333;0.013;0.123;0.136;0.333;0.156;0.093;2001;3358;3045.12;24671;5488;4517;413;2001;1015;24;3785;324;413;0;100;6589;44769;0;69439.56;0;0;31620;19530;34;51184;25592;44965;22483;22483;38951;19475;45170;22585;2;0;0;0;0;6720;12810;886;5333;31620;31620;0;0;5000;5000;0.175;0.284;-0.25;-0.637;0.76;2393.643217;2488.031143;2461.464765;1;1;3;3;8;8;7;3;6;3;2;2;4;2;4;1;45;25;7;3;5;8;1;9;2;1;4;72;2;2;2;2;2;2;2;1;1;1;6;1;1;1;4;1;3;3;3;1;7;2;4;2;3;1;4;3
2;0.159;0.073;0.239;0.073;0.126;0.33;0.937;0.063;0.001;0;0;1102;508;1654;507;870;2286;6927;0.134;0.232;0.021;0;0.021;0.232;0.684;1;1610;1102;0;51841;5242;2184;8352;1610;806;597;18569;1654;4070;900;4705;3152;3931;0;55771.62238;0;0;34910;2330;20;37260;17743;36921;17581;17581;29994;14283;30333;14444;2.1;0;0;0;0;0;0;268;71;34910;34910;2330;500;2800;2800;-0.109;2.513;1.276;-0.309;0.236;702.9884714;715.6176754;755.8603818;1;1;3;3;5;5;4;2;4;4;2;3;3;1;4;2;26;24;6;1;1;8;1;9;2;1;4;112;1;1;2;2;2;2;1;2;1;1;6;2;2;1;7;1;4;5;3;3;2;7;3;2;3;7;4;3
3;0.464;0.119;0.131;0.025;0;0.261;1;0;0;0;0;2548;656;720;137;0;1436;5497;0.187;0.583;0.087;0.149;0.235;0.583;0.795;0.368;3203.6;6916;4368;29379;5019;2747;1430;3204;652;132;12548;720;1140;0;0;1787;6796;0;36174.72;0;0;28450;0;0;28450;18967;26002;17335;17335;20505;13670;22953;15302;1.5;0;0;0;0;0;0;290;2158;28450;28450;0;0;1600;1600;0.331;1.584;-0.217;-0.147;-0.145;2284.36152;2319.719407;1991.717427;1;1;3;3;6;6;5;2;4;2;2;1;2;1;3;1;41;18;5;1;1;1;7;1;2;1;3;102;1;2;2;2;2;2;1;2;1;1;6;2;2;1;7;1;3;4;5;5;7;7;3;2;7;4;4;3
4;0.105;0.724;0.064;0.08;0;0.027;0;1;0;0;0;462;3194;282;354;0;117;4409;0.45;0.829;0.047;0;0.047;0.829;0.126;1;3656;462;0;9790;2865;0;0;3656;144;0;105;282;1264;0;1035;440;80;2124;9870.4;0;0;0;11844;0;11844;11844;11844;11844;11844;7435;7435;7435;7435;1;0;0;600;0;0;0;0;0;0;0;0;600;0;2474.58;-0.644;-2.286;0.757;-0.851;0.992;2776.335699;2733.928758;2855.35002;1;2;2;2;3;3;2;1;2;1;1;1;1;1;1;2;5;39;9;3;5;7;1;8;2;1;2;27;2;11;2;2;2;2;2;2;1;1;7;4;3;2;1;1;3;7;3;7;7;7;1;5;11;7;3;2
5;0.191;0.059;0.072;0.045;0;0.632;0;0.999;0.001;0;0;1253;388;475;298;0;4140;6554;0.39;0.25;0.075;0;0.075;0.25;0.764;1;1641;1253;0;16814;5721;720;128;1641;928;207;110;475;1401;0;0;5483;7563;0;24376.82;0;0;0;33020;45;33065;22043;32172;21448;21448;25618;17079;26511;17674;1.5;0;0;0;0;0;33020;893;0;0;0;0;0;2200;2200;2.269;-0.667;-0.221;-0.349;0.007;1907.270773;1927.617271;1946.650962;1;1;4;4;7;7;6;3;6;2;2;1;1;1;3;1;59;37;8;2;1;2;2;8;2;1;4;82;1;9;2;2;2;2;2;1;1;1;6;1;1;1;9;1;3;3;3;7;7;7;3;1;7;4;3;4
6;0.347;0.072;0.151;0.072;0.072;0.287;0.874;0.111;0.015;0;0;2393;500;1039;496;495;1978;6901;0.236;0.419;0.082;0.122;0.204;0.419;0.827;0.401;2893;5963;3570.32;29277;10598;182;983;2893;2069;276;4753;1039;3005;0;1157;2322;1485;0;30761.8;0;0;33370;4220;587;38177;18180;37735;17969;17969;30834;14683;31276;14893;2.1;0;0;0;0;2660;0;442;0;33370;33370;1560;0;2200;2200;0.457;1.986;0.451;-0.24;0.219;2758.264326;2527.371236;2536.102175;1;1;3;3;5;5;4;2;4;4;2;3;3;1;4;1;23;13;4;2;2;1;3;1;2;1;4;100;1;1;2;2;2;2;2;2;1;1;7;2;2;1;11;1;3;2;3;2;3;7;2;1;4;11;3;3
7;0.02;0.706;0.033;0;0;0.241;0.107;0.784;0.008;0;0.1;168;6067;288;0;0;2075;8598;0.605;0.725;0.012;0;0.012;0.725;0.027;1;6235;168;0;14214;2110;0;872;6235;305;280;880;288;226;0;624;2394;501;0;14714.82;0;2000;2140;15640;166;19946;19946;19475;19475;19475;10877;10877;11348;11348;1;0;0;0;1390;15640;0;401;70;750;2140;0;3000;1300;1300;-1.265;-2.478;0.552;6.747;6.952;4727.152241;4625.240249;3971.243928;1;1;2;2;6;6;5;3;5;1;1;1;2;1;1;1;23;18;5;1;3;7;1;8;2;1;3;32;2;11;2;2;2;2;1;1;1;1;5;4;3;1;5;1;3;5;3;7;7;7;3;2;11;11;4;2
8;0.101;0.391;0.044;0.044;0.095;0.327;0.994;0;0.006;0;0;768;2976;333;332;720;2488;7617;0.159;0.492;0.016;0.023;0.039;0.492;0.205;0.412;3744;1865;1097.2;47778;1399;0;1923;3744;9561;97;7373;333;9958;0;3248;10143;11816;0;59594.1;0;0;53270;0;346;53616;35744;48507;32338;32338;40890;27260;45999;30666;1.5;0;0;0;0;0;0;1221;3888;53270;53270;0;0;2500;2500;-1.427;1.027;-0.689;-0.158;0.089;3080.162252;3055.03975;2830.521267;1;1;1;1;10;10;9;5;9;2;2;1;3;1;3;1;43;19;5;3;5;8;1;9;2;1;4;55;2;3;2;2;2;2;2;2;1;1;7;2;2;1;8;1;4;2;5;2;1;7;2;1;7;11;4;2
9;0.041;0.745;0.085;0.022;0;0.107;0.998;0;0.002;0;0;580;10444;1189;308;0;1503;14024;0.356;0.786;0.015;0;0.015;0.786;0.053;1;11024;580;0;39362;4389;0;2021;11024;0;463;4433;1189;1363;0;11307;3173;7939;0;47301.13344;0;0;66730;0;147;66877;44585;59038;39359;39359;45014;30009;52853;35235;1.5;0;0;1800;0;0;0;1517;6322;66730;66730;0;1920;3000;3000;-2.694;-0.268;-0.221;-0.426;0.555;2995.894512;3008.699335;3019.093048;1;1;1;1;1;1;10;5;10;2;2;1;3;1;3;2;15;12;4;3;5;8;1;9;2;1;3;67;2;4;2;2;2;2;2;2;1;1;7;4;3;1;12;1;1;6;2;1;2;7;1;1;12;6;2;2
10;0.493;0.042;0.203;0;0;0.263;0;0.996;0.004;0;0;1658;140;684;0;0;884;3366;0.501;0.534;0.247;0;0.247;0.534;0.922;1;1798;1658;0;6714;2311;0;83;1798;0;444;0;684;437;0;0;957;1430;0;8144;0;0;0;15680;67;15747;15747;15747;15747;15747;12381;12381;12381;12381;1;0;0;0;0;3940;11740;0;0;0;0;0;0;1200;1200;2.353;-0.531;0.597;0.065;-0.78;5046.062182;4974.432306;5023.550878;1;1;4;4;4;4;3;2;3;1;1;1;1;1;1;1;44;37;8;2;2;2;2;8;2;1;4;52;1;1;2;1;2;2;2;2;1;1;6;2;2;2;6;1;3;4;3;7;7;7;3;2;5;11;3;4
