"année";"nom territoire";"code insee";"nom commune";"type d'occupation des sols";"absorption annuelle carbone en kteqCO2/an";"surface en km2"
"2018";"CC du Diois";"26136";"Val-Maravel";"Total carbone absorbé";14,4341570021448;18,2849101410265
"2018";"CC du Diois";"26142";"Glandage";"prairies";0,852735042740386;4,65975433191468
"2018";"CC du Diois";"26142";"Glandage";"forets";33,8012058791999;36,6601713370202
"2018";"CC du Diois";"26142";"Glandage";"Total carbone absorbé";34,6539409219403;41,3199256689349
"2018";"CC du Diois";"26147";"Gumiane";"prairies";0,369650514354594;2,0199481658721
"2018";"CC du Diois";"26147";"Gumiane";"forets";4,74864964277479;5,15029878359252
"2018";"CC du Diois";"26147";"Gumiane";"Total carbone absorbé";5,11830015712938;7,17024694946462
"2018";"CC du Diois";"26152";"Jonchères";"prairies";0,318417546307686;1,73998659184528
"2018";"CC du Diois";"26152";"Jonchères";"forets";11,1096801435249;12,0493564346988
"2018";"CC du Diois";"26152";"Jonchères";"Total carbone absorbé";11,4280976898326;13,789343026544
"2018";"CC du Diois";"26159";"Laval-d'Aix";"prairies";0,602920920512702;3,29464983886722
"2018";"CC du Diois";"26159";"Laval-d'Aix";"forets";6,6769922228995;7,24174397156866
"2018";"CC du Diois";"26159";"Laval-d'Aix";"Total carbone absorbé";7,2799131434122;10,5363938104359
"2018";"CC du Diois";"26164";"Lesches-en-Diois";"prairies";0,35373741174369;1,93299132100377
"2018";"CC du Diois";"26164";"Lesches-en-Diois";"forets";11,9824012586579;12,9958938370787
"2018";"CC du Diois";"26164";"Lesches-en-Diois";"Total carbone absorbé";12,3361386704015;14,9288851580825
"2018";"CC du Diois";"26167";"Luc-en-Diois";"prairies";0,169696231784096;0,927301813027847
"2018";"CC du Diois";"26167";"Luc-en-Diois";"forets";13,7243194261441;14,8851465076294
"2018";"CC du Diois";"26167";"Luc-en-Diois";"Total carbone absorbé";13,8940156579281;15,8124483206573
"2018";"CC du Diois";"26168";"Lus-la-Croix-Haute";"prairies";5,18342778874152;28,324742014981
"2018";"CC du Diois";"26168";"Lus-la-Croix-Haute";"forets";40,6681342618827;44,1079166029107
"2018";"CC du Diois";"26168";"Lus-la-Croix-Haute";"Total carbone absorbé";45,8515620506243;72,4326586178917
"2018";"CC du Diois";"26175";"Marignac-en-Diois";"prairies";0,0184096518839725;0,100599190622801
"2018";"CC du Diois";"26175";"Marignac-en-Diois";"forets";11,7488753873747;12,7426159367736
"2018";"CC du Diois";"26175";"Marignac-en-Diois";"Total carbone absorbé";11,7672850392587;12,8432151273964
"2018";"CC du Diois";"26178";"Menglon";"prairies";0,000219153030870448;0,00119755754574015
"2018";"CC du Diois";"26178";"Menglon";"forets";19,9634047365409;21,651944629651
"2018";"CC du Diois";"26178";"Menglon";"Total carbone absorbé";19,9636238895718;21,6531421871968
"2018";"CC du Diois";"26186";"Miscon";"prairies";0,0618115745807713;0,33776816710804
"2018";"CC du Diois";"26186";"Miscon";"forets";8,64352910088185;9,37461399830832
"2018";"CC du Diois";"26186";"Miscon";"Total carbone absorbé";8,70534067546262;9,71238216541636
"2018";"CC du Diois";"26204";"Montlaur-en-Diois";"prairies";0,151006983414233;0,825174772755373
"2018";"CC du Diois";"26204";"Montlaur-en-Diois";"forets";3,29806261512938;3,57701855321282
"2018";"CC du Diois";"26204";"Montlaur-en-Diois";"Total carbone absorbé";3,44906959854362;4,40219332596819
"2018";"CC du Diois";"26205";"Montmaur-en-Diois";"prairies";0;0
"2018";"CC du Diois";"26205";"Montmaur-en-Diois";"forets";6,45918875341521;7,00551830146602
"2018";"CC du Diois";"26205";"Montmaur-en-Diois";"Total carbone absorbé";6,45918875341521;7,00551830146602
"2018";"CC du Diois";"26215";"La Motte-Chalancon";"prairies";0,0640376966870931;0,34993276878193
"2018";"CC du Diois";"26215";"La Motte-Chalancon";"forets";10,0832580361059;10,9361177397076
"2018";"CC du Diois";"26215";"La Motte-Chalancon";"Total carbone absorbé";10,1472957327929;11,2860505084895
"2018";"CC du Diois";"26228";"Pennes-le-Sec";"prairies";0,118567017192989;0,647907197775899
"2018";"CC du Diois";"26228";"Pennes-le-Sec";"forets";5,55536035870282;6,02524251107447
"2018";"CC du Diois";"26228";"Pennes-le-Sec";"Total carbone absorbé";5,67392737589581;6,67314970885037
"2018";"CC du Diois";"26246";"Ponet-et-Saint-Auban";"prairies";0,0224836328443039;0,122861381662863
"2018";"CC du Diois";"26246";"Ponet-et-Saint-Auban";"forets";8,20040392323355;8,89400851356936
"2018";"CC du Diois";"26246";"Ponet-et-Saint-Auban";"Total carbone absorbé";8,22288755607785;9,01686989523222
"2018";"CC du Diois";"26248";"Pontaix";"prairies";0,109471337601618;0,598204030609933
"2018";"CC du Diois";"26248";"Pontaix";"forets";10,920530368533;11,8442080389775
"2018";"CC du Diois";"26248";"Pontaix";"Total carbone absorbé";11,0300017061346;12,4424120695874
"2018";"CC du Diois";"26253";"Poyols";"prairies";0,172056097660502;0,940197254975418
"2018";"CC du Diois";"26253";"Poyols";"forets";8,7102707083796;9,44700072838298
"2018";"CC du Diois";"26253";"Poyols";"Total carbone absorbé";8,8823268060401;10,3871979833584
"2018";"CC du Diois";"26254";"Pradelle";"prairies";0;0
"2018";"CC du Diois";"26254";"Pradelle";"forets";7,05161219230971;7,6480499570394
"2018";"CC du Diois";"26254";"Pradelle";"Total carbone absorbé";7,05161219230971;7,6480499570394
"2018";"CC du Diois";"26255";"Les Prés";"prairies";0,237639937182193;1,29857889170597
"2018";"CC du Diois";"26255";"Les Prés";"forets";10,344985962348;11,2199830743946
"2018";"CC du Diois";"26255";"Les Prés";"Total carbone absorbé";10,5826258995302;12,5185619661005
"2018";"CC du Diois";"26262";"Recoubeau-Jansac";"prairies";0,0705621837975413;0,385585703811701
"2018";"CC du Diois";"26262";"Recoubeau-Jansac";"forets";5,73611317345261;6,22128371688405
"2018";"CC du Diois";"26262";"Recoubeau-Jansac";"Total carbone absorbé";5,80667535725015;6,60686942069575
"2018";"CC du Diois";"26274";"Rochefourchat";"prairies";0,139018186372265;0,759662220613472
"2018";"CC du Diois";"26274";"Rochefourchat";"forets";9,25043074061198;10,0328484464147
"2018";"CC du Diois";"26274";"Rochefourchat";"Total carbone absorbé";9,38944892698424;10,7925106670282
"2018";"CC du Diois";"26282";"Romeyer";"prairies";0,361742055222278;1,97673254219824
"2018";"CC du Diois";"26282";"Romeyer";"forets";28,3381074482046;30,73499442981
"2018";"CC du Diois";"26282";"Romeyer";"Total carbone absorbé";28,6998495034269;32,7117269720083
"2018";"CC du Diois";"26283";"Rottier";"prairies";0;0
"2018";"CC du Diois";"26283";"Rottier";"forets";2,88864424683409;3,13297085906043
"2018";"CC du Diois";"26283";"Rottier";"Total carbone absorbé";2,88864424683409;3,13297085906043
"2018";"CC du Diois";"26291";"Saint-Andéol";"prairies";0,27462934707462;1,50070681461541
"2018";"CC du Diois";"26291";"Saint-Andéol";"forets";9,96928715857451;10,8125070048521
"2018";"CC du Diois";"26291";"Saint-Andéol";"Total carbone absorbé";10,2439165056491;12,3132138194675
"2018";"CC du Diois";"26299";"Sainte-Croix";"prairies";0;0
"2018";"CC du Diois";"26299";"Sainte-Croix";"forets";6,21026310721211;6,7355380861862
"2018";"CC du Diois";"26299";"Sainte-Croix";"Total carbone absorbé";6,21026310721211;6,7355380861862
"2018";"CC du Diois";"26300";"Saint-Dizier-en-Diois";"prairies";0,11809667741784;0,645337035070164
"2018";"CC du Diois";"26300";"Saint-Dizier-en-Diois";"forets";7,4136839025954;8,04074632955342
"2018";"CC du Diois";"26300";"Saint-Dizier-en-Diois";"Total carbone absorbé";7,53178058001324;8,68608336462359
"2018";"CC du Diois";"26308";"Saint-Julien-en-Quint";"prairies";0,96967378957753;5,29876387747284
"2018";"CC du Diois";"26308";"Saint-Julien-en-Quint";"forets";32,0954718600251;34,8101633337019
"2018";"CC du Diois";"26308";"Saint-Julien-en-Quint";"Total carbone absorbé";33,0651456496026;40,1089272111747
"2018";"CC du Diois";"26321";"Saint-Nazaire-le-Désert";"prairies";0,135445195871289;0,740137682356768
"2018";"CC du Diois";"26321";"Saint-Nazaire-le-Désert";"forets";25,3397179449561;27,4829958674789
"2018";"CC du Diois";"26321";"Saint-Nazaire-le-Désert";"Total carbone absorbé";25,4751631408274;28,2231335498357
"2018";"CC du Diois";"26327";"Saint-Roman";"prairies";0;0
"2018";"CC du Diois";"26327";"Saint-Roman";"forets";2,11155961783771;2,29015904506232
"2018";"CC du Diois";"26327";"Saint-Roman";"Total carbone absorbé";2,11155961783771;2,29015904506232
"2018";"CC du Diois";"26359";"Vachères-en-Quint";"prairies";0,0923962438042561;0,504897507127083
"2018";"CC du Diois";"26359";"Vachères-en-Quint";"forets";3,74750660452116;4,06447730590884
"2018";"CC du Diois";"26359";"Vachères-en-Quint";"Total carbone absorbé";3,83990284832541;4,56937481303592
"2018";"CC du Diois";"26361";"Valdrôme";"prairies";1,03427160562686;5,65175740779703
"2018";"CC du Diois";"26361";"Valdrôme";"forets";25,076169948144;27,1971565174514
"2018";"CC du Diois";"26361";"Valdrôme";"Total carbone absorbé";26,1104415537709;32,8489139252484
"2018";"CC du Diois";"26378";"Volvent";"prairies";0,471226726783592;2,57500943597591
"2018";"CC du Diois";"26378";"Volvent";"forets";4,32113260729886;4,68662160514939
"2018";"CC du Diois";"26378";"Volvent";"Total carbone absorbé";4,79235933408245;7,26163104112531
