"année";"nom territoire";"code insee";"nom commune";"type d'occupation des sols";"absorption annuelle carbone en kteqCO2/an";"surface en km2"
"2018";"CC du Val de Drôme en Biovallée";"26006";"Allex";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26006";"Allex";"forets";0,516108955402178;0,559762358811509
"2018";"CC du Val de Drôme en Biovallée";"26006";"Allex";"Total carbone absorbé";0,516108955402178;0,559762358811509
"2018";"CC du Val de Drôme en Biovallée";"26007";"Ambonil";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26007";"Ambonil";"forets";0;0
"2018";"CC du Val de Drôme en Biovallée";"26007";"Ambonil";"Total carbone absorbé";0;0
"2018";"CC du Val de Drôme en Biovallée";"26020";"La Répara-Auriples";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26020";"La Répara-Auriples";"forets";5,15729984978304;5,59351334402482
"2018";"CC du Val de Drôme en Biovallée";"26020";"La Répara-Auriples";"Total carbone absorbé";5,15729984978304;5,59351334402482
"2018";"CC du Val de Drôme en Biovallée";"26021";"Autichamp";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26021";"Autichamp";"forets";1,88704731011569;2,04665709138131
"2018";"CC du Val de Drôme en Biovallée";"26021";"Autichamp";"Total carbone absorbé";1,88704731011569;2,04665709138131
"2018";"CC du Val de Drôme en Biovallée";"26035";"Beaufort-sur-Gervanne";"prairies";0,307171624961723;1,67853346973619
"2018";"CC du Val de Drôme en Biovallée";"26035";"Beaufort-sur-Gervanne";"forets";4,34628583803051;4,713902340387
"2018";"CC du Val de Drôme en Biovallée";"26035";"Beaufort-sur-Gervanne";"Total carbone absorbé";4,65345746299223;6,39243581012319
"2018";"CC du Val de Drôme en Biovallée";"26065";"Chabrillan";"prairies";0,220385825233272;1,20429412695777
"2018";"CC du Val de Drôme en Biovallée";"26065";"Chabrillan";"forets";4,39683171781002;4,76872347960077
"2018";"CC du Val de Drôme en Biovallée";"26065";"Chabrillan";"Total carbone absorbé";4,61721754304329;5,97301760655854
"2018";"CC du Val de Drôme en Biovallée";"26097";"Cliousclat";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26097";"Cliousclat";"forets";4,14270053807657;4,4930974376068
"2018";"CC du Val de Drôme en Biovallée";"26097";"Cliousclat";"Total carbone absorbé";4,14270053807657;4,4930974376068
"2018";"CC du Val de Drôme en Biovallée";"26098";"Cobonne";"prairies";0,329460394808341;1,80033002627509
"2018";"CC du Val de Drôme en Biovallée";"26098";"Cobonne";"forets";6,5281558340819;7,0803187391454
"2018";"CC du Val de Drôme en Biovallée";"26098";"Cobonne";"Total carbone absorbé";6,85761622889024;8,88064876542049
"2018";"CC du Val de Drôme en Biovallée";"26115";"Divajeu";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26115";"Divajeu";"forets";5,4372490929531;5,89714118668114
"2018";"CC du Val de Drôme en Biovallée";"26115";"Divajeu";"Total carbone absorbé";5,4372490929531;5,89714118668114
"2018";"CC du Val de Drôme en Biovallée";"26125";"Eurre";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26125";"Eurre";"forets";4,95171094013991;5,37053536272309
"2018";"CC du Val de Drôme en Biovallée";"26125";"Eurre";"Total carbone absorbé";4,95171094013991;5,37053536272309
"2018";"CC du Val de Drôme en Biovallée";"26128";"Eygluy-Escoulin";"prairies";0,348105577434689;1,90221627013491
"2018";"CC du Val de Drôme en Biovallée";"26128";"Eygluy-Escoulin";"forets";18,423943094336;19,9822726134603
"2018";"CC du Val de Drôme en Biovallée";"26128";"Eygluy-Escoulin";"Total carbone absorbé";18,7720486717707;21,8844888835952
"2018";"CC du Val de Drôme en Biovallée";"26134";"Félines-sur-Rimandoule";"prairies";0,179029007798266;0,978300589061565
"2018";"CC du Val de Drôme en Biovallée";"26134";"Félines-sur-Rimandoule";"forets";4,49460321234258;4,87476465914479
"2018";"CC du Val de Drôme en Biovallée";"26134";"Félines-sur-Rimandoule";"Total carbone absorbé";4,67363222014085;5,85306524820635
"2018";"CC du Val de Drôme en Biovallée";"26137";"Francillon-sur-Roubion";"prairies";0,166794151629778;0,911443451528841
"2018";"CC du Val de Drôme en Biovallée";"26137";"Francillon-sur-Roubion";"forets";4,63446478627847;5,02645597105476
"2018";"CC du Val de Drôme en Biovallée";"26137";"Francillon-sur-Roubion";"Total carbone absorbé";4,80125893790824;5,9378994225836
"2018";"CC du Val de Drôme en Biovallée";"26141";"Gigors-et-Lozeron";"prairies";0,92766239521695;5,06919341648607
"2018";"CC du Val de Drôme en Biovallée";"26141";"Gigors-et-Lozeron";"forets";19,3435764090949;20,9796901318405
"2018";"CC du Val de Drôme en Biovallée";"26141";"Gigors-et-Lozeron";"Total carbone absorbé";20,2712388043118;26,0488835483266
"2018";"CC du Val de Drôme en Biovallée";"26144";"Grane";"prairies";0,576894193566861;3,15242728725061
"2018";"CC du Val de Drôme en Biovallée";"26144";"Grane";"forets";20,4724793422354;22,2040776610815
"2018";"CC du Val de Drôme en Biovallée";"26144";"Grane";"Total carbone absorbé";21,0493735358023;25,3565049483321
"2018";"CC du Val de Drôme en Biovallée";"26165";"Livron-sur-Drôme";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26165";"Livron-sur-Drôme";"forets";3,01056029712361;3,26519878336348
"2018";"CC du Val de Drôme en Biovallée";"26165";"Livron-sur-Drôme";"Total carbone absorbé";3,01056029712361;3,26519878336348
"2018";"CC du Val de Drôme en Biovallée";"26166";"Loriol-sur-Drôme";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26166";"Loriol-sur-Drôme";"forets";3,13920079880195;3,40471992498376
"2018";"CC du Val de Drôme en Biovallée";"26166";"Loriol-sur-Drôme";"Total carbone absorbé";3,13920079880195;3,40471992498376
"2018";"CC du Val de Drôme en Biovallée";"26185";"Mirmande";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26185";"Mirmande";"forets";18,3960067634197;19,9519733785282
"2018";"CC du Val de Drôme en Biovallée";"26185";"Mirmande";"Total carbone absorbé";18,3960067634197;19,9519733785282
"2018";"CC du Val de Drôme en Biovallée";"26195";"Montclar-sur-Gervanne";"prairies";0,0112894972342225;0,0616912417170628
"2018";"CC du Val de Drôme en Biovallée";"26195";"Montclar-sur-Gervanne";"forets";19,9882646607262;21,6789072499585
"2018";"CC du Val de Drôme en Biovallée";"26195";"Montclar-sur-Gervanne";"Total carbone absorbé";19,9995541579604;21,7405984916756
"2018";"CC du Val de Drôme en Biovallée";"26208";"Montoison";"prairies";0;0
"2018";"CC du Val de Drôme en Biovallée";"26208";"Montoison";"forets";1,48268959442211;1,60809808873062
"2018";"CC du Val de Drôme en Biovallée";"26208";"Montoison";"Total carbone absorbé";1,48268959442211;1,60809808873062
"2018";"CC du Val de Drôme en Biovallée";"26214";"Mornans";"prairies";0,214018568318766;1,16950037332659
"2018";"CC du Val de Drôme en Biovallée";"26214";"Mornans";"forets";6,27235345236943;6,80288014196896
"2018";"CC du Val de Drôme en Biovallée";"26214";"Mornans";"Total carbone absorbé";6,48637202068819;7,97238051529555
"2018";"CC du Val de Drôme en Biovallée";"26221";"Omblèze";"prairies";2,31515528967692;12,6511218015132
"2018";"CC du Val de Drôme en Biovallée";"26221";"Omblèze";"forets";24,668240257486;26,7547234159098
"2018";"CC du Val de Drôme en Biovallée";"26221";"Omblèze";"Total carbone absorbé";26,983395547163;39,4058452174231
"2018";"CC du Val de Drôme en Biovallée";"26240";"Plan-de-Baix";"prairies";0,763340964616596;4,17126210173003
"2018";"CC du Val de Drôme en Biovallée";"26240";"Plan-de-Baix";"forets";13,0727265064159;14,17844071244
"2018";"CC du Val de Drôme en Biovallée";"26240";"Plan-de-Baix";"Total carbone absorbé";13,8360674710325;18,34970281417
"2018";"CC du Val de Drôme en Biovallée";"26241";"Le Poët-Célard";"prairies";0,141606238940519;0,773804584374418
"2018";"CC du Val de Drôme en Biovallée";"26241";"Le Poët-Célard";"forets";3,07025639157102;3,32994407849923
"2018";"CC du Val de Drôme en Biovallée";"26241";"Le Poët-Célard";"Total carbone absorbé";3,21186263051154;4,10374866287365
"2018";"CC du Val de Drôme en Biovallée";"26277";"La Roche-sur-Grane";"prairies";0,298708062429714;1,63228449415144
"2018";"CC du Val de Drôme en Biovallée";"26277";"La Roche-sur-Grane";"forets";5,90852378188186;6,40827711788651
