"année";"nom territoire";"code insee";"nom commune";"type d'occupation des sols";"absorption annuelle carbone en kteqCO2/an";"surface en km2"
"2018";"CC du Val de Drôme en Biovallée";"26277";"La Roche-sur-Grane";"Total carbone absorbé";6,20723184431157;8,04056161203795
"2018";"CC du Val de Drôme en Biovallée";"26336";"Saou";"prairies";0,43713463041452;2,38871382740175
"2018";"CC du Val de Drôme en Biovallée";"26336";"Saou";"forets";26,9083875100076;29,1843462640145
"2018";"CC du Val de Drôme en Biovallée";"26336";"Saou";"Total carbone absorbé";27,3455221404221;31,5730600914163
"2018";"CC du Val de Drôme en Biovallée";"26344";"Soyans";"prairies";0,000103605249716834;0,00056614890555647
"2018";"CC du Val de Drôme en Biovallée";"26344";"Soyans";"forets";12,703543784581;13,7780318665098
"2018";"CC du Val de Drôme en Biovallée";"26344";"Soyans";"Total carbone absorbé";12,7036473898307;13,7785980154154
"2018";"CC du Val de Drôme en Biovallée";"26346";"Suze";"prairies";0,292636386855071;1,59910593909875
"2018";"CC du Val de Drôme en Biovallée";"26346";"Suze";"forets";6,43754175217627;6,98204035877994
"2018";"CC du Val de Drôme en Biovallée";"26346";"Suze";"Total carbone absorbé";6,73017813903135;8,58114629787869
"2018";"CC du Val de Drôme en Biovallée";"26365";"Vaunaveys-la-Rochette";"prairies";0,209433280406962;1,1444441552293
"2018";"CC du Val de Drôme en Biovallée";"26365";"Vaunaveys-la-Rochette";"forets";9,21264604702664;9,99186785697342
"2018";"CC du Val de Drôme en Biovallée";"26365";"Vaunaveys-la-Rochette";"Total carbone absorbé";9,4220793274336;11,1363120122027
